0,0,0,0,0
4,4,3,2,1
1,2,3,4,5
-1,2,3,5,5
1,2,3,4,
5,4,3,2,1
3,2,1,,
5,4,3,2,1
-2,2,4,6,
2,3,4,5,
5,4,-2,-2,
